id,year,number,boolean,company,city
651,1995,0,false,Twitterbeat,Yuzhno-Sukhokumsk
652,2009,,true,Zoomlounge,Hanjiaji
653,2007,1,false,Quire,Caba
654,2008,1,false,Bubblebox,Enskede
655,1993,0,false,Wikizz,Cilolohan
656,2000,0,false,Flipstorm,Charyshskoye
657,2012,0,false,Rooxo,Volgograd
658,2005,1,false,Youfeed,Ţammūn
659,2001,0,true,Babblestorm,Bureng
660,2008,0,false,Skibox,Vila de Sal Rei
661,2011,1,true,Voolia,Jiangcun
662,2000,0,false,Realbridge,San Pedro Pinula
663,2008,0,false,Quatz,Xinxu
664,1998,0,true,Jabbercube,Yarumela
665,2009,1,true,Jetwire,Thị Trấn Hùng Quốc
666,1994,0,true,Avamba,Yur’yev-Pol’skiy
667,1989,0,false,Meevee,La Palma
668,2011,0,true,Photofeed,Qal‘eh-ye Khvājeh
669,1993,0,true,Thoughtblab,Paiisa
670,2011,,false,Yakitri,El Carmen
671,1996,0,false,Gabspot,Borovany
672,1993,1,true,Minyx,Göteborg
673,1991,0,false,Realcube,Podolí
674,2006,0,true,Nlounge,Péfki
675,1998,1,false,Kanoodle,Tai’an
676,2001,1,true,Tagtune,Toutai
677,2010,0,false,Demizz,Khūgyāṉī
678,2004,1,false,Yambee,Kanália
679,1996,1,false,Quire,Villa Nueva
680,1984,0,true,Fadeo,Vaulx-en-Velin
681,1996,0,false,Brainsphere,Jaunpiebalga
682,1967,0,true,Lazzy,Trinidad
683,1992,1,false,Skaboo,Rufino
684,1992,0,true,Riffwire,Wentugaole
685,1996,0,true,Twitterbeat,Magdalena
686,2007,0,true,Dabtype,Xi’an
687,1970,0,true,Fliptune,Jiudian
688,2009,,true,Leexo,Mesógi
689,1995,0,true,Shuffletag,Padangulaktanding
690,2012,0,true,Dynabox,Zürich
691,1963,1,false,Yata,Guancangping
692,2009,0,false,Roombo,Ambato Boeny
693,1970,0,false,Photojam,Moriyama
694,1988,0,true,Vinder,Brooklyn
695,1994,,true,Feedfish,Marale
696,1986,0,false,Mita,L'viv
697,2000,1,true,Browseblab,Bascaron
698,1994,0,true,Npath,Jinjiahe
699,1994,0,false,Jetwire,Loma Bonita
700,1992,1,false,Latz,Barreiro do Jaíba
701,2008,1,false,Trilith,Pilcuyo
702,2010,,true,Twinder,Kangalassy
703,2011,,true,Flipstorm,Diónysos
704,2012,1,false,Twitterbeat,Kitale
705,1996,0,false,Minyx,Gävle
706,2000,1,false,Devbug,Nanqiao
707,2007,0,true,Yakidoo,Gijon
708,2006,0,false,Twimm,Laliki
709,1996,1,true,Yakijo,Guaíba
710,2011,1,true,Skinte,Červenka
711,1992,1,false,Jaloo,Karsin
712,1995,1,true,Edgetag,Charlotte
713,2010,1,false,BlogXS,Dobšice
714,2004,0,true,Mymm,Melaka
715,1987,0,true,Edgepulse,Huo’erqi
716,1992,1,false,Wikivu,Tirlyanskiy
717,1988,1,false,Fivechat,Tianhekou
718,2007,,true,Demizz,Liufang
719,1993,1,false,Aivee,Kefar Tavor
720,1997,1,false,Skiba,Bulakgebang
721,2012,,true,Tambee,Labnig
722,1993,1,true,Trudeo,Mafeng
723,2007,0,false,Avamba,Souto
724,1990,0,true,Pixope,Bondoboghila
725,1995,1,true,Einti,Alvide
726,1995,1,false,Dabvine,Skanör
727,1994,,true,Podcat,Orzesze
728,2008,1,true,Dynava,Sumqayıt
729,2007,1,false,Feedspan,Xibing
730,2011,0,false,Skinte,Bačka Palanka
731,1989,1,false,Trudeo,Honglai
732,2008,0,false,LiveZ,Glempang Tengah
733,2005,1,true,Abatz,Sypniewo
734,2007,1,false,Feedmix,Santa Cruz
735,2009,,true,Skivee,Zliv
736,1994,,false,Yata,Duczki
737,2011,0,false,Nlounge,Kemiri Daya
738,2012,0,true,Abata,Narsingdi
739,1986,1,true,Wordtune,Ćuprija
740,2004,1,true,Talane,Mo I Rana
741,2002,1,true,Camido,Krajan Dukuhseti
742,1994,0,true,Linklinks,Jingouhe
743,2007,1,false,Viva,Slobodka
744,2013,0,true,Fatz,Jawand
745,1995,0,true,Flashdog,Capâo Bonito
746,1993,0,true,Edgetag,Khlong Khuean
747,1991,1,true,Brainverse,Viñales
748,1996,,false,Tagfeed,Rabah
749,1997,1,true,Latz,San Vicente
750,2010,0,true,Rhycero,Passos
751,1999,0,false,Skibox,Pittsburgh
752,1998,0,true,Mycat,Drogomyśl
753,2004,1,true,Riffpedia,Progreso
754,2013,1,true,Zoonoodle,Pulo
755,2007,0,true,Blogpad,Sovetakan
756,2002,1,true,Bubblemix,Getafe
757,1995,0,true,Jaloo,Floirac
758,1994,0,false,Skyndu,Nagasari
759,2005,0,true,Voolia,Cumadcad
760,2009,,false,Avamm,London
761,2007,0,false,Topicstorm,Nueva Esperanza
762,2006,0,true,Chatterpoint,Lido
763,2004,1,true,Edgewire,Arroyo Salado
764,1985,0,true,Tagchat,Berëzovskiy
765,1985,1,false,Skaboo,Bianba
766,2012,0,true,Lajo,Colinas
767,1991,1,false,Babblestorm,San Pablo
768,1993,1,true,Eabox,Cikijing
769,2001,1,false,Yacero,Det Udom
770,2005,0,true,Zoomlounge,Rokiškis
771,2006,0,true,Zoombeat,Tlučná
772,1997,0,false,Minyx,Klang
773,1998,0,false,Yamia,Gopaan
774,2009,0,true,Innotype,Huyunxiang
775,1999,,true,Devshare,Sungai Raya
776,2002,0,false,Eazzy,Nueva Manoa
777,2008,0,true,Lazzy,Longping
778,1998,0,true,Yambee,Goúrnes
779,1986,0,false,Photofeed,Olympia
780,1999,0,false,Eare,Sangar Sarāy
781,1994,0,false,Aibox,Rezh
782,1999,0,false,Latz,Xuanbao
783,2012,0,false,Twitterlist,Dunyāpur
784,2009,0,false,Tavu,Vallenar
785,2002,,true,Eamia,Grujugan
786,1988,,false,Buzzdog,Caledon
787,1992,1,true,Buzzbean,Pastores
788,2011,1,false,Leenti,Yavne
789,2000,1,true,Pixoboo,Portel
790,1987,1,false,Eadel,Shevchenkove
791,1987,,false,Ooba,Bang Rak
792,1986,0,false,Voonte,Stockholm
793,2006,0,true,Fivespan,Hallstahammar
794,2012,1,false,Thoughtstorm,Trới
795,2004,0,false,Leenti,Al Matūn
796,2009,1,false,Linklinks,Āwash
797,1984,0,false,Flipbug,San Felipe Old
798,2007,1,false,Youopia,El Mirador
799,1989,0,false,Omba,Toshkivka
800,2009,,false,Rhyloo,Shuiyuan
801,2007,1,true,Vinte,Huangcun
802,2012,1,false,Jayo,Los Nogales
803,2011,1,true,Zoonoodle,Sémé
804,1996,0,true,Chatterpoint,Nabire
805,1984,0,false,Edgetag,Agen
806,2004,,false,Mydo,Gaomi
807,2006,0,false,Kimia,Kuala Terengganu
808,2002,0,true,Oyoba,Detroit
809,1992,0,false,Skynoodle,Tayabamba
810,1989,1,true,Fadeo,Évora
811,2005,0,true,Riffpedia,Temayang
812,1999,1,false,Voonyx,Bloemfontein
813,2012,1,true,Demimbu,Luba
814,1983,1,true,Mydeo,Mount Pearl
815,2009,0,false,InnoZ,Barcelona
816,2009,0,true,Wikivu,Hamburg Sankt Pauli
817,1988,0,true,Blognation,Nilanapo
818,1988,0,true,Eire,Anguil
819,1986,0,true,Oloo,Hechuan
820,2007,0,false,Voonix,Koba
821,2003,1,false,Jetpulse,Hovorany
822,2005,1,false,Centimia,Prámanta
823,2007,0,true,Voonix,Shilipu
824,1994,0,false,Shufflester,Ludvika
825,2011,1,false,Mynte,Minneapolis
826,1992,0,false,Abata,Piduhe
827,2009,0,false,Jabberbean,Tabuny
828,2009,0,true,Oyoyo,Cajolá
829,2011,1,true,Fadeo,Santiago Atitlán
830,2003,0,false,Snaptags,Krajan
831,2005,0,false,Jaxbean,Kakanj
832,2004,1,false,Bubbletube,Lao Suea Kok
833,1978,,true,Twitterlist,Chiba
834,2007,0,false,Plambee,West Hartford
835,2010,0,false,Twitternation,Áyioi Apóstoloi
836,2008,0,true,Plajo,Mahendranagar
837,2007,,true,Oyoyo,Güines
838,1997,0,false,Youfeed,Chiguang
839,1994,0,false,Abata,Taraban Timur
840,2000,1,true,Riffpedia,Talakag
841,2007,0,false,Edgepulse,Melaka
842,2003,,true,Skimia,Alivéri
843,2002,1,true,Jabberbean,Oravais
844,2011,0,true,Edgepulse,Alenquer
845,1991,1,true,Aimbu,Almargem do Bispo
846,2004,0,false,Vipe,Alvesta
847,2003,0,false,Midel,Muara Dua
848,2003,0,true,Feedfire,Bagé
849,2009,1,true,Rhybox,Marbel
850,2001,0,false,DabZ,Batad
851,2007,0,true,Buzzster,Ahmadpur Siāl
852,1991,1,false,Oyope,Buenavista
853,2005,0,true,Wordify,Mogadishu
854,2002,,false,Aibox,Lubień
855,1994,1,false,Quatz,Sukadami
856,2006,1,false,Tagopia,Mikulčice
857,1998,0,true,Wikivu,Xingfeng
858,1995,0,false,Brightdog,Sarzedo
859,1990,1,false,Vinte,Bungalaleng
860,2007,1,false,Talane,Pretana
861,2008,1,false,Aimbu,Islamey
862,2001,,false,Twitternation,Oenunu
863,1988,1,false,Photojam,Zabukovica
864,2007,1,true,BlogXS,Dzerzhinskiy
865,1998,1,false,Voomm,Umbuldamar
866,2003,1,false,Oodoo,Piquillín
867,1990,1,false,Layo,Ţūlkarm
868,1995,1,false,Jabbersphere,Filótion
869,1997,0,true,Thoughtbridge,Marsh Harbour
870,1993,0,false,Bubbletube,Liboro
871,2004,,false,Meemm,Åmål
872,2000,0,false,Skinder,Seaforth
873,1986,,true,Youspan,Horodyshche
874,2006,0,false,Fivespan,Sanquan
875,2009,0,true,Voonix,Renshan
876,2002,1,true,Ntags,Kajiki
877,1997,0,true,Demivee,Tsyelyakhany
878,2008,1,true,Shufflester,Zhiqing Songduo
879,2012,0,false,Ntag,Naranjal
880,1989,1,true,Nlounge,Pataypampa
881,2008,1,false,Ailane,Atimonan
882,1995,0,true,Gigabox,Bueng Khong Long
883,1989,1,false,Mynte,Kachkanar
884,1965,1,true,Meeveo,Rájec-Jestřebí
885,2010,0,false,Roomm,Jianggezhuang
886,2007,1,false,Browsebug,Kurayyimah
887,1991,0,false,Edgeblab,Sundsvall
888,2000,0,false,Photospace,Maslog
889,2005,0,false,Mybuzz,Jinnan
890,2007,,false,Brainverse,Bernardo Larroudé
891,2007,0,true,Fivebridge,Arlington
892,2000,0,true,Blogspan,Wysoka
893,1996,1,false,Feednation,Habo
894,1980,0,false,Rhyloo,Ḩukūmat-e Shīnkaī
895,1997,1,true,Gigabox,Sanjie
896,1998,1,false,Ntags,Hefu
897,2003,0,false,Cogibox,Cairima
898,2010,0,true,Thoughtworks,Cotuí
899,1989,0,false,Mita,Paris 12
900,2005,1,false,Flashset,Elimäki
901,2001,1,false,Brightbean,Dulovo
902,2008,1,false,Skivee,Balucuc
903,2003,1,true,Voonix,Sua
904,1994,1,false,Skalith,Puerto Boyacá
905,1995,1,true,Thoughtsphere,Sanhe
906,2008,1,false,Skidoo,Yumaguzino
907,2011,1,false,Skajo,Vegreville
908,1993,1,false,Fanoodle,Huakoulongtan
909,1998,1,true,Flipbug,Angered
910,1996,1,true,Buzzdog,Yuqi
911,2007,0,true,Yotz,Nantes
912,2010,1,false,Realcube,Muzayri‘
913,2006,,true,Chatterbridge,Pakalongan
914,2002,0,false,Dynabox,Brudzew
915,1996,0,true,Ozu,Sovetskiy
916,1988,,false,Npath,Jalasenga
917,1995,0,true,Jabbercube,Itaqui
918,2008,0,false,Mymm,Gampang
919,2005,1,false,Photobug,Guofu
920,2007,0,false,Ooba,Wugong
921,2005,1,false,Skimia,Suklayin
922,1991,,true,Demimbu,Umeå
923,2007,,false,Tagtune,Piduhe
924,2009,0,true,Linklinks,Kostrovo
925,2005,1,false,Brightdog,Erqu
926,2005,0,true,Einti,Alquerubim
927,2012,0,false,Realpoint,Kozelets’
928,1994,0,false,Demivee,Wangmang
929,2011,0,true,Fanoodle,Daxindian
930,1986,1,false,Voonyx,Moita da Roda
931,1993,1,true,Chatterbridge,Les Abymes
932,1997,0,false,Linktype,Saramech
933,1997,0,false,Eabox,Huacachi
934,2011,1,true,Kamba,Paitan Este
935,2006,0,true,Twitterbridge,Krajan Alasdowo
936,1996,0,true,Centizu,Frydek
937,1994,1,true,Thoughtworks,Zhaoxian
938,2003,1,false,Chatterpoint,Géfyra
939,1995,1,false,Voolith,Sa Kaeo
940,2007,1,false,Demizz,Tangtuzhui
941,1995,1,true,Blogspan,Malax
942,2009,0,true,Skinix,Segoro
943,1997,1,false,Skinix,San Vicente
944,1992,1,true,Skippad,Tairan Camp
945,1995,0,false,Rhycero,Mucuri
946,2006,0,false,Centimia,Saint-Jean-de-Braye
947,1985,0,false,Leenti,Mobile
948,1999,1,false,Meevee,Kembang
949,2004,,false,Twitternation,Namikupa
950,1996,1,true,Meevee,Blyznyuky
951,1993,1,true,Meevee,Nginjen
952,2002,0,false,Gabspot,Khenifra
953,1994,0,false,Demizz,Baini
954,1994,1,false,Podcat,Pizarro
955,2012,1,true,Yakidoo,Siennica Różana
956,2005,0,true,Centidel,Storvreta
957,2010,1,true,Centizu,Dajin
958,2003,1,false,Ozu,Tulay na Lupa
959,2011,0,false,Bubblemix,Yunxi
960,1999,0,false,Meevee,Gimo
961,1992,,true,Lazz,Raga
962,2007,0,false,Skivee,Isehara
963,2000,0,true,Cogibox,Pruchnik
964,1993,0,false,Eire,Ojos de Agua
965,2011,1,true,Voonix,Yelan’-Kolenovskiy
966,2006,1,false,Gevee,Tagbilaran City
967,1998,0,true,Viva,Xiayang
968,2010,1,false,Wordify,Tepusteca
969,2005,1,true,Blogtag,Coronel Vivida
970,2003,1,true,Skyble,Xinpo
971,1993,1,true,Zazio,Isdalstø
972,2007,0,false,Plajo,Jipijapa
973,2006,1,false,Blognation,Belize City
974,2008,0,false,Thoughtmix,Landázuri
975,1998,0,false,BlogXS,Hadakewa
976,2005,0,false,Omba,Llauta
977,1996,0,true,Demizz,San Jose
978,2004,0,true,Twitterworks,Bayanan
979,2010,1,true,Jabberstorm,Zebrzydowice
980,2008,0,false,Demimbu,Bridel
981,2010,,true,Zava,Ramón Castilla
982,2002,1,true,Youtags,Dzhankoy
983,1996,1,true,Avamba,Jacaltenango
984,2011,,true,Kwideo,Washington
985,1998,0,false,Kazio,Gangsha
986,1999,0,true,Yodoo,Karangturi
987,1993,0,false,Edgetag,Hato Mayor del Rey
988,1996,1,true,Quatz,Mugumu
989,1987,1,true,Latz,Cubará
990,2009,0,false,Edgeclub,Toumodi
991,1976,0,false,Brightdog,Drumcondra
992,1969,0,true,Zoomzone,Apaga
993,1993,1,false,Jabberbean,Suncun
994,2005,1,true,Yadel,Fengchan
995,2009,0,false,Tazz,São João do Campo
996,1998,0,true,Nlounge,Paris 12
997,1999,1,false,Kayveo,Andir
998,1984,0,true,Bluejam,Anjozorobe
999,1995,0,true,JumpXS,Česká Skalice
1000,1992,0,false,Edgetag,Marseille
